Index,STNAME,CTYNAME,STCODE,CTYCODE,Cases2000,Cases2001,Cases2002,Cases2003,Cases2004,Cases2005,Cases2006,Cases2007,Cases2008,Cases2009,Cases2010,Cases2011,Cases2012,Cases2013,Cases2014,aggregateCases,aggregateCasesPerOneHundredThousand,meanAggregateCases,,POPESTIMATE2009,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,meanPopulation,lessHighSchoolDiploma,lessHSPercent,highSchoolDiplomaOnly,hsOnlyPercent,someCollegeOrAssociateDegree,someCollegePercent,bachelorDegreeOrHigher,bachelorPercent,aggregateEducation,"Percent of adults with less than a high school diploma, 2009-2013","Percent of adults with a high school diploma only, 2009-2013","Percent of adults completing some college or associate's degree, 2009-2013","Percent of adults with a bachelor's degree or higher, 2009-2013",Civilian_labor_force_2013,Employed_2013,Unemployed_2013,Unemployment_rate_2013,Civilian_labor_force_2014,Employed_2014,Unemployed_2014,Unemployment_rate_2014,Median_Household_Income_2009,Median_Household_Income_2010,Median_Household_Income_2011,Median_Household_Income_2012,Median_Household_Income_2013,aggregateMedianHouseInc,aggregateMedianIncPercentage
Texas-Navarro County,Texas,Navarro County,48,349,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,49440,47760,47956,48077,48038,241271,6583,0.027284672,10113,0.041915522,8950,0.037095217,5073,0.021026149,30719,21,33,29,17,23492,21956,1536,7,23435,22207,1228,5,38871,37864,38057,40624,38423,38767.8,0.160681557
Texas-Newton County,Texas,Newton County,48,351,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,13667,14433,14441,14240,14140,70921,1449,0.020431184,4726,0.066637526,2848,0.040157358,730,0.010293143,9753,15,48,29,7,5623,5024,599,11,5621,5161,460,8,37319,36429,36492,35830,38544,36922.8,0.520618717
Texas-Nolan County,Texas,Nolan County,48,353,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,,14917,15240,15125,14906,15037,75225,2082,0.027676969,3359,0.044652709,3098,0.041183117,1222,0.0162446,9761,21,34,32,13,6993,6599,394,6,7122,6816,306,4,34149,33981,34920,34941,35846,34767.4,0.462178797
Texas-Nueces County,Texas,Nueces County,48,355,0,0,1,0,0,1,0,3,6,2,0,1,0,1,0,4,0.00004,0.8,,323046,340311,343053,347594,352107,1706111,44389,0.026017651,59795,0.035047544,71843,0.042109218,44028,0.025806058,220055,20,27,33,20,168914,158690,10224,6,170802,162220,8582,5,41009,41899,43470,48066,48324,44553.6,0.026114127
Texas-Ochiltree County,Texas,Ochiltree County,48,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9791,10180,10462,10660,10806,51899,1877,0.0361664,1992,0.038382242,1352,0.026050598,941,0.018131371,6162,30,32,22,15,5451,5248,203,4,5645,5475,170,3,55032,50979,52866,55700,60650,55045.4,1.060625446
Texas-Oldham County,Texas,Oldham County,48,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2118,2050,2077,2050,2102,10397,164,0.015773781,319,0.030681927,403,0.038761181,404,0.038857363,1290,13,25,31,31,964,922,42,4,971,935,36,4,40731,43739,46597,49048,52431,46509.2,4.473328845
Texas-Orange County,Texas,Orange County,48,361,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0.00001,0.2,,81816,81989,82341,82988,82957,412091,7551,0.018323623,21972,0.05331832,18028,0.043747619,7098,0.017224351,54649,14,40,33,13,38065,34171,3894,10,38114,35085,3029,8,45532,45264,44758,49238,51340,47226.4,0.114601872
Texas-Palo Pinto County,Texas,Palo Pinto County,48,363,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.00001,0.2,,27567,28103,28138,27883,27889,139580,3868,0.027711707,6692,0.047943831,5386,0.03858719,2831,0.020282275,18777,21,36,29,15,13431,12563,868,7,13450,12763,687,5,40141,39595,34574,40817,39660,38957.4,0.279104456
Texas-Panola County,Texas,Panola County,48,365,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.00001,0.2,,23310,23785,24035,24018,23870,119018,2634,0.022131106,5834,0.049017796,5589,0.046959283,1882,0.015812734,15939,17,37,35,12,12788,12011,777,6,12939,12319,620,5,46456,48621,45212,50916,49792,48199.4,0.404975718
Texas-Parker County,Texas,Parker County,48,367,0,2,1,2,0,0,1,0,5,1,1,3,1,0,0,6,0.00006,1.2,,114919,117277,118269,119626,121418,591509,9336,0.015783361,21209,0.035855752,28417,0.048041534,19629,0.033184618,78591,12,27,36,25,58901,55674,3227,6,59755,57047,2708,5,62049,57092,63584,63720,61199,61528.8,0.104020057
Texas-Parmer County,Texas,Parmer County,48,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9290,10287,10295,10168,9965,50005,2273,0.045455454,1498,0.029957004,1309,0.026177382,981,0.019618038,6061,38,25,22,16,5088,4893,195,4,5161,5000,161,3,36665,38619,39195,44256,41784,40103.8,0.8019958
Texas-Pecos County,Texas,Pecos County,48,371,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.00001,0.2,,16248,15538,15636,15589,15697,78708,3258,0.041393505,3480,0.044214057,2337,0.029692026,1324,0.01682167,10399,31,33,22,13,6729,6370,359,5,6870,6584,286,4,37535,39118,42984,42378,43766,41156.2,0.522897291
Texas-Polk County,Texas,Polk County,48,373,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,3,0.00003,0.6,,46530,45430,45607,45737,45790,229094,7503,0.032750749,11448,0.049970754,9890,0.043170052,3672,0.016028355,32513,23,35,30,11,17436,16099,1337,8,17343,16226,1117,6,36467,38747,37665,40254,39833,38593.2,0.168460108
Texas-Potter County,Texas,Potter County,48,375,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,121816,121378,122059,122413,121661,609327,18411,0.030215303,20463,0.033582953,25122,0.041229094,11833,0.019419786,75829,24,27,33,16,57753,54877,2876,5,57734,55456,2278,4,35563,35323,35690,35754,37366,35939.2,0.058981795
Texas-Presidio County,Texas,Presidio County,48,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7470,7872,7724,7506,7201,37773,2251,0.059592831,921,0.024382495,626,0.016572684,1170,0.030974506,4968,45,19,13,24,3767,3288,479,13,3466,3064,402,12,28636,30357,31297,32861,32766,31183.4,0.825547349
Texas-Rains County,Texas,Rains County,48,379,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.00001,0.2,,11287,10933,11027,10962,11065,55274,1417,0.025635923,3220,0.058255238,2454,0.044397004,877,0.015866411,7968,18,40,31,11,5358,5032,326,6,5470,5200,270,5,42000,40966,40595,41349,42183,41418.6,0.749332417
Texas-Randall County,Texas,Randall County,48,381,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,2,0.00002,0.4,,116483,121190,123542,125022,126474,612711,7039,0.011488287,18702,0.030523363,29661,0.048409446,24005,0.03917834,79407,9,24,37,30,68789,65859,2930,4,68926,66555,2371,3,54323,57862,57402,56716,60439,57348.4,0.093597797
Texas-Reagan County,Texas,Reagan County,48,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3014,3352,3392,3481,3601,16840,827,0.049109264,719,0.042695962,361,0.021437055,225,0.013361045,2132,39,34,17,11,1966,1889,77,4,2052,1988,64,3,54309,48667,47493,56680,61724,53774.6,3.193266033
Texas-Real County,Texas,Real County,48,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2925,3319,3425,3371,3350,16390,580,0.035387431,731,0.044600366,685,0.041793777,483,0.029469189,2479,23,29,28,19,1062,982,80,8,1066,1002,64,6,28823,31490,30499,33598,34556,31793.2,1.939792556
Texas-Red River County,Texas,Red River County,48,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,12765,12851,12692,12696,12470,63474,2160,0.034029681,3468,0.054636544,2289,0.03606201,1340,0.021111006,9257,23,37,25,14,5158,4645,513,10,4966,4578,388,8,33191,32128,32615,33153,31409,32499.2,0.512008066
Texas-Reeves County,Texas,Reeves County,48,389,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.00001,0.2,,11046,13813,13727,13820,13965,66371,3368,0.050745054,2793,0.042081632,2032,0.030615781,958,0.014434015,9151,37,31,22,10,5669,5328,341,6,5823,5584,239,4,31568,32623,32839,34431,37053,33702.8,0.507794067
Texas-Refugio County,Texas,Refugio County,48,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7225,7357,7308,7254,7305,36449,1062,0.029136602,1679,0.046064364,1662,0.045597959,556,0.015254191,4959,21,34,34,11,3575,3385,190,5,3648,3491,157,4,36920,39582,38470,40970,45214,40231.2,1.103766907
Texas-Roberts County,Texas,Roberts County,48,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,878,924,833,852,831,4318,53,0.012274201,231,0.053496989,194,0.044928208,238,0.05511811,716,7,32,27,33,451,432,19,4,443,428,15,3,63082,58372,59699,60857,70127,62427.4,14.45748031
Texas-Robertson County,Texas,Robertson County,48,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,15706,16592,16694,16493,16486,81971,2602,0.031742933,4081,0.0497859,2549,0.031096363,1737,0.021190421,10969,24,37,23,16,7305,6807,498,7,7356,6971,385,5,37261,36935,38073,39771,40631,38534.2,0.470095522
Texas-Rockwall County,Texas,Rockwall County,48,397,0,0,2,0,1,0,0,3,0,6,3,1,1,0,0,11,0.00011,2.2,,81391,78987,81184,83028,85245,409835,4568,0.011145949,11575,0.028243073,16774,0.040928666,18949,0.04623568,51866,9,22,32,37,42429,40014,2415,6,43404,41469,1935,5,77924,81113,84763,85164,92466,84286,0.205658375
Texas-Runnels County,Texas,Runnels County,48,399,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.00001,0.2,,10170,10509,10559,10425,10309,51972,1569,0.030189333,2779,0.0534711,1622,0.031209113,1047,0.020145463,7017,22,40,23,15,4998,4737,261,5,5070,4860,210,4,34808,32628,34515,35593,36769,34862.6,0.670795813
Texas-Rusk County,Texas,Rusk County,48,401,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0.00001,0.2,,49180,53402,53706,54013,53622,263923,7361,0.027890711,12214,0.046278649,11774,0.044611497,5032,0.019066167,36381,20,34,32,14,24399,22899,1500,6,24468,23270,1198,5,43133,43318,41840,44478,44349,43423.6,0.164531322
Texas-Sabine County,Texas,Sabine County,48,403,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10208,10864,10645,10429,10361,52507,1545,0.029424648,3134,0.05968728,2097,0.039937532,1052,0.020035424,7828,20,40,27,13,3572,3115,457,13,3599,3221,378,11,34779,34034,34605,35805,37576,35359.8,0.673430209
Texas-San Augustine County,Texas,San Augustine County,48,405,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,8574,8846,8873,8850,8769,43912,1450,0.033020587,2430,0.055337949,1691,0.038508836,786,0.017899435,6357,23,38,27,12,2945,2606,339,12,2844,2570,274,10,29490,31729,32543,31714,32140,31523.2,0.717872108
Texas-San Jacinto County,Texas,San Jacinto County,48,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,24902,26464,26858,27083,26856,132163,3840,0.029055031,7284,0.055113761,4924,0.037257024,2179,0.016487217,18227,21,40,27,12,11493,10633,860,8,11478,10817,661,6,40305,42770,41650,42160,42320,41841,0.316586337
Texas-San Patricio County,Texas,San Patricio County,48,409,0,0,0,0,0,0,0,1,0,1,2,0,1,0,0,4,0.00004,0.8,,68223,64547,64349,65268,66137,328524,9473,0.028835032,12111,0.036864887,13494,0.041074625,6058,0.018440053,41136,23,29,33,15,30771,28584,2187,7,31155,29229,1926,6,45152,44307,45965,48287,46781,46098.4,0.140319733
Texas-San Saba County,Texas,San Saba County,48,411,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,3,0.00003,0.6,,5871,6138,6060,6016,6012,30097,815,0.027079111,1548,0.051433698,1371,0.045552713,561,0.018639732,4295,19,36,32,13,2283,2152,131,6,2256,2152,104,5,34019,34264,35978,37107,36030,35479.6,1.178841745
Texas-Schleicher County,Texas,Schleicher County,48,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2731,3500,3305,3256,3206,15998,463,0.028941118,573,0.035816977,488,0.030503813,427,0.026690836,1951,24,29,25,22,1810,1747,63,4,1802,1748,54,3,43902,32831,41533,47322,50402,43198,2.700212527
Texas-Scurry County,Texas,Scurry County,48,415,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.00001,0.2,,16222,16956,16891,17117,17302,84488,2643,0.031282549,2966,0.035105577,3860,0.045686961,1592,0.018842913,11061,24,27,35,14,8599,8245,354,4,8659,8369,290,3,45292,44063,45907,49340,53219,47564.2,0.562969889
Texas-Shackelford County,Texas,Shackelford County,48,417,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.00001,0.2,,3047,3367,3339,3368,3375,16496,298,0.018064985,749,0.045404947,670,0.040615907,586,0.035523763,2303,13,33,29,25,2306,2231,75,3,2443,2376,67,3,41887,42685,42976,48779,51116,45488.6,2.757553346
Texas-Shelby County,Texas,Shelby County,48,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,26812,25426,25669,25977,25792,129676,3700,0.028532651,6208,0.047873161,4281,0.033013048,2262,0.017443475,16451,22,38,26,14,11665,10814,851,7,11678,10998,680,6,35870,34490,36677,37122,36565,36144.8,0.278731608
Texas-Sherman County,Texas,Sherman County,48,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2913,3031,3040,3057,3093,15134,423,0.027950311,530,0.035020484,519,0.034293643,369,0.024382186,1841,23,29,28,20,1486,1426,60,4,1520,1471,49,3,42931,41518,44699,46196,48054,44679.6,2.95226642
Texas-Smith County,Texas,Smith County,48,423,0,0,1,0,0,0,2,2,0,1,1,0,0,2,0,4,0.00004,0.8,,204665,210434,212891,214617,216080,1058687,20022,0.018912105,35864,0.033875924,46450,0.043875102,33235,0.031392659,135571,15,26,34,25,102005,95403,6602,7,102952,97622,5330,5,46127,44249,44261,46305,47711,45730.6,0.043195581
Texas-Somervell County,Texas,Somervell County,48,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,8031,8510,8478,8624,8658,42301,883,0.020874211,1417,0.033498026,1730,0.040897378,1647,0.03893525,5677,16,25,30,29,4161,3913,248,6,4221,4009,212,5,53646,49582,52134,52988,56282,52926.4,1.251185551
Texas-Starr County,Texas,Starr County,48,427,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,2,0.00002,0.4,,62671,61160,61580,61669,61963,309043,18600,0.060185799,7392,0.023919002,4898,0.015848927,2907,0.009406458,33797,55,22,14,9,26412,22497,3915,15,26234,22690,3544,14,22418,24497,24537,23358,25408,24043.6,0.077800177
Texas-Stephens County,Texas,Stephens County,48,429,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,2,0.00002,0.4,,9632,9594,9511,9439,9247,47423,1231,0.025957869,2190,0.046180124,1930,0.040697552,991,0.020897033,6342,19,35,30,16,4223,4007,216,5,4313,4127,186,4,37174,38002,37167,40805,43779,39385.4,0.83051262
Texas-Sterling County,Texas,Sterling County,48,431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1259,1137,1166,1183,1219,5964,200,0.033534541,271,0.045439302,203,0.034037559,193,0.032360832,867,23,31,23,22,755,726,29,4,805,783,22,3,49075,49064,50943,51059,57266,51481.4,8.632025486
Texas-Stonewall County,Texas,Stonewall County,48,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1354,1495,1477,1470,1432,7228,256,0.03541782,299,0.041366906,248,0.034311013,203,0.028085224,1006,25,30,25,20,710,677,33,5,717,689,28,4,36222,36687,37513,39054,42158,38326.8,5.302545656
Texas-Sutton County,Texas,Sutton County,48,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4273,4060,4011,3939,4006,20289,593,0.02922766,775,0.038198038,743,0.036620829,459,0.022623096,2570,23,30,29,18,2073,1980,93,5,2076,2003,73,4,60915,51386,53501,60695,59098,57119,2.815269358
Texas-Swisher County,Texas,Swisher County,48,437,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,7424,7894,7819,7880,7763,38780,1074,0.027694688,1792,0.046209386,1274,0.032851986,805,0.020758123,4945,22,36,26,16,2974,2725,249,8,2909,2730,179,6,31929,33786,35736,37076,35601,34825.6,0.898029912
Texas-Tarrant County,Texas,Tarrant County,48,439,6,27,7,5,5,3,3,2,19,22,17,5,2,5,2,51,0.00051,10.2,,1789900,1816956,1848096,1881445,1911541,9247938,179495,0.019409192,276711,0.029921373,361696,0.039110989,341509,0.036928124,1159411,15,24,31,29,985073,926106,58967,6,998520,948786,49734,5,53757,52482,52882,56030,56906,54411.4,0.005883625
Texas-Taylor County,Texas,Taylor County,48,441,2,1,2,0,1,1,1,0,2,6,1,0,3,2,0,12,0.00012,2.4,,127683,131844,132747,133984,134117,660375,11760,0.017808064,23270,0.035237554,25958,0.039307969,19680,0.029801249,80668,15,29,32,24,64895,61515,3380,5,65174,62435,2739,4,42493,41558,40718,43181,44081,42406.2,0.064215332
Texas-Terrell County,Texas,Terrell County,48,443,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,969,1008,953,924,903,4757,176,0.036998108,197,0.041412655,197,0.041412655,120,0.025225983,690,26,29,29,17,526,501,25,5,506,485,21,4,30926,35683,39260,37395,36712,35995.2,7.566785789
Texas-Terry County,Texas,Terry County,48,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,12142,12663,12648,12614,12743,62810,2512,0.039993632,2215,0.035265085,2146,0.034166534,1262,0.020092342,8135,31,27,26,16,5554,5228,326,6,5608,5363,245,4,31926,34495,31984,34928,37489,34164.4,0.543932495
Texas-Throckmorton County,Texas,Throckmorton County,48,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1593,1630,1640,1609,1600,8072,236,0.029236868,357,0.044226957,358,0.044350842,235,0.029112983,1186,20,30,30,20,798,759,39,5,838,805,33,4,36523,37273,39860,41149,41582,39277.4,4.865882061
Texas-Titus County,Texas,Titus County,48,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,30206,32405,32423,32640,32581,160255,5361,0.033452934,5180,0.032323484,6040,0.037689932,2665,0.016629746,19246,28,27,31,14,13120,12159,961,7,13075,12253,822,6,37553,37818,38221,39312,40501,38681,0.241371564
Texas-Tom Green County,Texas,Tom Green County,48,451,1,0,0,1,1,0,0,0,0,1,0,1,1,0,1,3,0.00003,0.6,,108378,110684,111832,113494,114954,559342,12242,0.021886431,21721,0.038833129,21292,0.038066156,15188,0.027153334,70443,17,31,30,22,54443,51664,2779,5,54752,52541,2211,4,40399,39004,41626,43393,45405,41965.4,0.07502637
Texas-Travis County,Texas,Travis County,48,453,4,7,38,12,27,17,2,2,8,8,4,9,3,6,4,30,0.0003,6,,1026158,1030321,1062214,1096246,1120954,5335893,89207,0.016718289,116344,0.021804035,173317,0.032481348,308353,0.057788453,687221,13,17,25,45,632318,600742,31576,5,649426,623322,26104,4,53434,51905,53303,57293,60372,55261.4,0.010356542
Texas-Trinity County,Texas,Trinity County,48,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,13897,14611,14568,14258,14393,71727,1950,0.027186415,4753,0.066265144,2700,0.037642729,1028,0.01433212,10431,19,46,26,10,5580,5175,405,7,5600,5265,335,6,33081,34045,32745,33771,33447,33417.8,0.465902659
Texas-Tyler County,Texas,Tyler County,48,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,20556,21763,21675,21456,21464,106914,2651,0.02479563,6246,0.058420787,4700,0.043960566,1826,0.017079148,15423,17,40,30,12,7624,6851,773,10,7621,7011,610,8,33442,37914,36384,39255,40986,37596.2,0.351648989
Texas-Upshur County,Texas,Upshur County,48,459,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,38057,39397,39832,40005,39884,197175,4664,0.023654114,9392,0.047632813,9058,0.045938887,3535,0.017928236,26649,18,35,34,13,18603,17427,1176,6,18659,17709,950,5,43685,42508,44434,43356,46489,44094.4,0.223630785
Texas-Upton County,Texas,Upton County,48,461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3130,3352,3294,3271,3372,16419,559,0.034045922,744,0.045313356,595,0.036238504,247,0.015043547,2145,26,35,28,12,1717,1647,70,4,1869,1810,59,3,44835,47407,47854,49846,54549,48898.2,2.978147268
Texas-Uvalde County,Texas,Uvalde County,48,463,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,26811,26453,26560,26726,26926,133476,5025,0.037647217,3809,0.028536965,5080,0.038059277,2357,0.017658605,16271,31,23,31,14,11995,11161,834,7,11706,11036,670,6,30465,31941,32749,32920,35813,32777.6,0.245569241
Texas-Val Verde County,Texas,Val Verde County,48,465,3,0,3,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,48165,49002,48867,48693,48623,243350,9564,0.039301418,8223,0.033790836,6767,0.027807684,4450,0.018286419,29004,33,28,23,15,19701,18258,1443,7,19610,18494,1116,6,33705,36647,38574,39864,38645,37487,0.154045613
Texas-Van Zandt County,Texas,Van Zandt County,48,467,0,0,0,0,0,0,1,2,2,2,0,0,1,1,0,4,0.00004,0.8,,52005,52659,52667,52407,52481,262219,6817,0.025997353,13578,0.051781145,10919,0.041640766,4901,0.018690484,36215,19,37,30,14,23932,22390,1542,6,24071,22808,1263,5,41893,41476,41452,42563,43220,42120.8,0.160632143
Texas-Victoria County,Texas,Victoria County,48,469,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,87790,86859,87495,89325,90028,441497,10348,0.023438438,17836,0.040398916,19283,0.043676401,9240,0.020928795,56707,18,31,34,16,46000,43578,2422,5,46553,44624,1929,4,47345,46566,45687,49012,51544,48030.8,0.108790773
Texas-Walker County,Texas,Walker County,48,471,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,64119,68217,68310,68458,68817,337921,8054,0.023833973,15351,0.045427777,12682,0.037529482,7869,0.023286508,43956,18,35,29,18,23204,21686,1518,7,23290,22038,1252,5,37203,37160,38138,38024,40092,38123.4,0.112817493
Texas-Waller County,Texas,Waller County,48,473,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,2,0.00002,0.4,,36530,43461,44041,44376,45213,213621,4698,0.02199222,9228,0.043198,6059,0.028363316,4673,0.02187519,24658,19,37,25,19,20915,19576,1339,6,21272,20202,1070,5,47110,46313,47180,47015,49326,47388.8,0.221835868
Texas-Ward County,Texas,Ward County,48,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10528,10612,10703,10887,11244,53974,1930,0.035757958,2280,0.042242561,1801,0.033367918,862,0.015970653,6873,28,33,26,13,5540,5283,257,5,6004,5794,210,4,43023,41625,43871,46047,51026,45118.4,0.83592841
Texas-Washington County,Texas,Washington County,48,477,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,,32893,33756,34008,33943,34147,168747,4314,0.025564899,6631,0.039295513,6367,0.037731041,5307,0.031449448,22619,19,29,28,23,15784,14931,853,5,15898,15175,723,5,42243,44245,44897,45657,49472,45302.8,0.26846581
Texas-Webb County,Texas,Webb County,48,479,0,0,1,0,0,0,0,0,2,0,1,1,0,0,1,2,0.00002,0.4,,241438,251320,255213,259211,262495,1269677,49253,0.038791756,30120,0.023722569,34527,0.02719353,23604,0.018590555,137504,36,22,25,17,110776,104043,6733,6,111815,106141,5674,5,37140,34878,35295,35974,38652,36387.8,0.0286591
Texas-Wharton County,Texas,Wharton County,48,481,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.00001,0.2,,41000,41324,41239,41150,41216,205929,6721,0.032637462,8796,0.042713751,7184,0.03488581,3893,0.018904574,26594,25,33,27,15,21587,20313,1274,6,21768,20749,1019,5,36980,36097,41911,40716,42862,39713.2,0.192848992
Texas-Wheeler County,Texas,Wheeler County,48,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4888,5407,5475,5622,5751,27143,729,0.026857753,1171,0.043141878,1156,0.04258925,687,0.025310393,3743,19,31,31,18,3148,3014,134,4,3129,3018,111,4,43565,41228,45848,47012,51922,45915,1.69159636
Texas-Wichita County,Texas,Wichita County,48,485,2,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,,127616,131667,130674,131488,132047,653492,12269,0.018774522,27209,0.041636317,26779,0.040978313,16716,0.025579502,82973,15,33,32,20,57548,54214,3334,6,57054,54276,2778,5,41862,39299,42738,43791,43473,42232.6,0.06462604
Texas-Wilbarger County,Texas,Wilbarger County,48,487,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,13541,13504,13408,13235,13131,66819,1809,0.027073138,2630,0.039360062,2759,0.041290651,1424,0.021311304,8622,21,31,32,17,5798,5468,330,6,5382,5117,265,5,35530,38913,35785,37304,37840,37074.4,0.554848172
Texas-Willacy County,Texas,Willacy County,48,489,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,20395,22203,22115,22094,21921,108728,5106,0.046961224,4316,0.039695387,2886,0.026543301,1194,0.010981532,13502,38,32,21,9,7455,6290,1165,16,7250,6355,895,12,26095,28307,28487,29225,28945,28211.8,0.259471341
Texas-Williamson County,Texas,Williamson County,48,491,1,0,2,1,2,1,0,2,1,1,2,3,1,1,1,8,0.00008,1.6,,410686,426713,442339,456359,471014,2207111,22665,0.01026908,58222,0.02637928,94314,0.042731879,107608,0.048755137,282809,8,21,33,38,247532,234604,12928,5,254484,243539,10945,4,69862,66152,70276,71272,71252,69762.8,0.031608197
Texas-Wilson County,Texas,Wilson County,48,493,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,40749,43083,43689,44396,45418,217335,4479,0.020608738,10135,0.046633078,9256,0.04258863,5225,0.024041227,29095,15,35,32,18,22295,21135,1160,5,22692,21757,935,4,55829,55992,56873,61103,60844,58128.2,0.267458992
Texas-Winkler County,Texas,Winkler County,48,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6772,7083,7138,7345,7606,35944,1323,0.036807256,1320,0.036723793,1364,0.037947919,425,0.011823948,4432,30,30,31,10,3334,3161,173,5,3369,3226,143,4,46105,45237,47674,48727,54294,48407.4,1.346744937
Texas-Wise County,Texas,Wise County,48,497,1,0,0,0,0,1,0,1,0,1,2,0,0,0,0,3,0.00003,0.6,,59415,59103,59909,60387,60939,299753,6388,0.021310879,14642,0.048846884,12061,0.040236461,6353,0.021194116,39444,16,37,31,16,28510,26821,1689,6,28873,27486,1387,5,54017,52117,55118,53927,58392,54714.2,0.18253095
Texas-Wood County,Texas,Wood County,48,499,1,0,0,0,1,1,0,0,1,0,0,0,0,2,0,2,0.00002,0.4,,43136,42024,42086,42157,42306,211709,5068,0.023938519,10936,0.051655811,9328,0.044060479,5174,0.024439207,30506,17,36,31,17,16770,15573,1197,7,16781,15790,991,6,38940,40149,39514,45466,45763,41966.4,0.198226811
Texas-Yoakum County,Texas,Yoakum County,48,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7698,7844,7992,8060,8184,39778,1429,0.03592438,1341,0.033712102,1319,0.033159033,719,0.018075318,4808,30,28,27,15,4229,4068,161,4,4334,4203,131,3,50045,48953,48521,55063,57995,52115.4,1.310156368
